judge_model,arm,candidate_model,question_number,question_type,judge_recommended,status,faithfulness,completeness,correctness,judge_total,hallucinated_company,needs_human_review,notes,raw_judge_response,prompt_eval_count,eval_count
gpt-oss:120b,direct_context,qwen3:30b,42,list_or_lookup_judge_recommended,True,ok,2,2,2,6,False,False,"Answer correctly identifies the only Georgia location with an R&D automotive facility (Gray, Jones County) as per the knowledge base.","{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly identifies the only Georgia location with an R&D automotive facility (Gray, Jones County) as per the knowledge base.""
}",34437,487
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,1,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer lists many companies that are not Tier 1/2 in the KB and omits several actual Tier 1/2 suppliers, making it unfaithful, incomplete, and incorrect.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies that are not Tier 1/2 in the KB and omits several actual Tier 1/2 suppliers, making it unfaithful, incomplete, and incorrect.""
}",35487,1320
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,2,list_or_lookup,False,ok,2,2,2,6,False,False,Answer correctly lists all Georgia companies with Battery Cell or Pack roles and their tiers.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all Georgia companies with Battery Cell or Pack roles and their tiers.""
}",34573,1270
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,3,list_multi_filter,False,ok,2,2,2,6,False,False,Answer correctly lists all four Thermal Management suppliers and their Primary OEMs as per the knowledge base.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all four Thermal Management suppliers and their Primary OEMs as per the knowledge base.""
}",34511,807
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,4,list_or_lookup,False,ok,2,2,2,6,False,False,The answer correctly lists all Georgia companies with EV Supply Chain Role of Power Electronics or Charging Infrastructure and provides accurate employment numbers.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer correctly lists all Georgia companies with EV Supply Chain Role of Power Electronics or Charging Infrastructure and provides accurate employment numbers.""
}",34418,1756
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,5,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer lists many companies not classified as Direct Manufacturer in the KB and misstates their EV roles, providing unsupported and incorrect information.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies not classified as Direct Manufacturer in the KB and misstates their EV roles, providing unsupported and incorrect information.""
}",35076,821
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,6,list_or_lookup,False,ok,1,2,1,4,False,False,"Incorrectly lists 'Thermal Management' as a primary facility type, which is not present in the KB.","{
  ""faithfulness"": 1,
  ""completeness"": 2,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Incorrectly lists 'Thermal Management' as a primary facility type, which is not present in the KB.""
}",34436,554
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,7,aggregation_ranking,False,ok,2,2,2,6,False,False,Answer correctly identifies WIKA USA as the highest‑employment company in Gwinnett County and provides its exact EV Supply Chain Role from the KB.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly identifies WIKA USA as the highest‑employment company in Gwinnett County and provides its exact EV Supply Chain Role from the KB.""
}",34439,613
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,8,aggregation_ranking,False,ok,0,0,0,0,False,False,The answer incorrectly identifies Hall County as highest with only JTEKT's employment and ignores many other Tier 1 entries; Fulton County actually has the highest total employment.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly identifies Hall County as highest with only JTEKT's employment and ignores many other Tier 1 entries; Fulton County actually has the highest total employment.""
}",34401,7233
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,9,aggregation_ranking,False,ok,0,2,0,2,False,False,"The answer provides unsupported and incorrect employment totals, includes companies not in Hall County, and miscalculates the combined employment.","{
  ""faithfulness"": 0,
  ""completeness"": 2,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer provides unsupported and incorrect employment totals, includes companies not in Hall County, and miscalculates the combined employment.""
}",34519,1037
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,10,list_multi_filter,False,ok,2,1,1,4,False,False,"All listed facilities are correct, but two Vehicle Assembly facilities (TDK Components USA Inc. and Textron Specialized Vehicles) were omitted.","{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""All listed facilities are correct, but two Vehicle Assembly facilities (TDK Components USA Inc. and Textron Specialized Vehicles) were omitted.""
}",34603,920
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,11,list_or_lookup,False,ok,2,2,2,6,False,False,Answer correctly lists all Sewon America Inc. product/services from the KB.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all Sewon America Inc. product/services from the KB.""
}",34442,512
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,12,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer lists many Tier 2/3 companies that are not directly involved in EV/battery supply chain and omits the few correct ones, with numerous unsupported or incorrect role claims.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many Tier 2/3 companies that are not directly involved in EV/battery supply chain and omits the few correct ones, with numerous unsupported or incorrect role claims.""
}",35376,1706
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,13,list_or_lookup,False,ok,2,2,2,6,False,False,Answer correctly lists all Georgia companies linked to Rivian with appropriate tiers and roles.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all Georgia companies linked to Rivian with appropriate tiers and roles.""
}",34521,918
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,14,list_multi_filter,False,ok,0,0,0,0,False,False,The answer omits WIKA USA (which mentions wiring harnesses) and incorrectly includes companies whose EV roles do not mention wiring harnesses.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer omits WIKA USA (which mentions wiring harnesses) and incorrectly includes companies whose EV roles do not mention wiring harnesses.""
}",34485,650
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,15,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer incorrectly lists GSC Steel Stamping LLC as belonging to the Electronic and Electrical Equipment industry group, which it does not.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly lists GSC Steel Stamping LLC as belonging to the Electronic and Electrical Equipment industry group, which it does not.""
}",34461,682
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,16,list_multi_filter_judge_recommended,True,ok,0,2,0,2,False,False,Answer includes unsupported companies and misrepresents their products; only Duckyang is relevant.,"{
  ""faithfulness"": 0,
  ""completeness"": 2,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer includes unsupported companies and misrepresents their products; only Duckyang is relevant.""
}",34537,963
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,17,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists companies that do not produce engineered plastics, polymers, or composites and mischaracterizes their products; the KB contains no Tier 1/2 firms matching the query.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies that do not produce engineered plastics, polymers, or composites and mischaracterizes their products; the KB contains no Tier 1/2 firms matching the query.""
}",34634,1200
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,18,list_or_lookup,False,ok,0,1,1,2,False,True,Includes an unsupported claim about Jefferson Southern Corp and omits other relevant companies like Hyundai Transys Georgia Seating Systems.,"{
  ""faithfulness"": 0,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": true,
  ""notes"": ""Includes an unsupported claim about Jefferson Southern Corp and omits other relevant companies like Hyundai Transys Georgia Seating Systems.""
}",34499,1299
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,19,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists many companies unrelated to powder coating and provides incorrect product/service details; only Archer Aviation actually offers powder coatings, so the response is unfaithful, incomplete, and incorrect.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies unrelated to powder coating and provides incorrect product/service details; only Archer Aviation actually offers powder coatings, so the response is unfaithful, incomplete, and incorrect.""
}",34919,615
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,20,list_or_lookup,False,ok,0,2,1,3,False,False,"Company list is correct, but primary OEMs are inaccurately stated (Rivian and Mercedes-Benz not linked to those companies).","{
  ""faithfulness"": 0,
  ""completeness"": 2,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Company list is correct, but primary OEMs are inaccurately stated (Rivian and Mercedes-Benz not linked to those companies).""
}",34618,2161
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,21,list_multi_filter,False,ok,2,1,1,4,False,False,The answer lists three valid companies but omits other Tier 2/3 suppliers meeting the criteria.,"{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists three valid companies but omits other Tier 2/3 suppliers meeting the criteria.""
}",34478,1217
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,22,list_or_lookup,False,ok,2,2,2,6,False,False,Answer correctly lists all Tier 2/3 Georgia companies in the Chemicals and Allied Products group with their products.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all Tier 2/3 Georgia companies in the Chemicals and Allied Products group with their products.""
}",34445,1716
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,23,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer incorrectly states no data, while the KB contains roles (e.g., Power Electronics, Charging Infrastructure) served by only one company.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly states no data, while the KB contains roles (e.g., Power Electronics, Charging Infrastructure) served by only one company.""
}",34356,544
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,24,list_or_lookup_judge_recommended,True,ok,2,1,1,4,False,False,"Answer lists correct sole‑sourced Battery Cell/Pack suppliers but omits Hyundai Motor Group, which also meets the criteria.","{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists correct sole‑sourced Battery Cell/Pack suppliers but omits Hyundai Motor Group, which also meets the criteria.""
}",34526,846
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,25,count_judge_recommended,True,ok,0,0,0,0,False,True,The answer lists companies not linked to Hyundai Metaplant in the KB and provides unsupported counts.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": true,
  ""notes"": ""The answer lists companies not linked to Hyundai Metaplant in the KB and provides unsupported counts.""
}",34859,480
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,26,list_or_lookup,False,ok,0,0,0,0,False,True,"The answer lists many companies that do not meet all criteria (wrong tier, role, or EV relevance) and omits correct ones.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": true,
  ""notes"": ""The answer lists many companies that do not meet all criteria (wrong tier, role, or EV relevance) and omits correct ones.""
}",34850,1305
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,27,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer lists many companies that are Tier 2/3, omits numerous Tier 1 and Tier 1/2 suppliers, and includes inaccurate category claims.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies that are Tier 2/3, omits numerous Tier 1 and Tier 1/2 suppliers, and includes inaccurate category claims.""
}",34925,1896
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,28,list_or_lookup,False,ok,2,2,2,6,False,False,"Answer correctly lists all Georgia companies with Thermal Management or Power Electronics role and employment under 200, supported by the KB.","{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all Georgia companies with Thermal Management or Power Electronics role and employment under 200, supported by the KB.""
}",34471,969
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,29,list_or_lookup,False,ok,0,0,0,0,False,True,"The answer lists many companies that are not classified as 'OEM Footprint' or 'OEM Supply Chain' in the knowledge base and omits several correct entries, resulting in multiple factual errors.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": true,
  ""notes"": ""The answer lists many companies that are not classified as 'OEM Footprint' or 'OEM Supply Chain' in the knowledge base and omits several correct entries, resulting in multiple factual errors.""
}",35018,1130
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,30,aggregation_ranking_judge_recommended,True,ok,0,0,0,0,False,False,"The answer incorrectly claims no companies meet the criteria, despite several entries (e.g., Duckyang, Racemark International) that supply general automotive parts and have EV-relevant components.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly claims no companies meet the criteria, despite several entries (e.g., Duckyang, Racemark International) that supply general automotive parts and have EV-relevant components.""
}",34373,723
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,31,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists many companies that do not produce lightweight aluminum or composite materials and/or are not EV relevant, while omitting several correct Tier 2/3 suppliers such as Down 2 Earth Trailers, Erdrich USA Inc., Bridgestone Bandag, etc.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies that do not produce lightweight aluminum or composite materials and/or are not EV relevant, while omitting several correct Tier 2/3 suppliers such as Down 2 Earth Trailers, Erdrich USA Inc., Bridgestone Bandag, etc.""
}",34852,2100
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,32,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists many companies whose product descriptions do not contain the required terms and omits most relevant matches, making it unfaithful, incomplete, and incorrect.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies whose product descriptions do not contain the required terms and omits most relevant matches, making it unfaithful, incomplete, and incorrect.""
}",34954,876
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,33,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer lists companies with <1000 employees and wrong EV relevance, missing the actual >1000 employee firms that are marked 'Indirect' in the knowledge base.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists companies with <1000 employees and wrong EV relevance, missing the actual >1000 employee firms that are marked 'Indirect' in the knowledge base.""
}",34556,1982
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,34,aggregation_ranking,False,ok,2,0,0,2,False,False,"All listed companies and employment numbers are in the KB, but the answer omits ZF Gainesville LLC (the largest employer) and includes a lower‑employment firm, so it does not correctly identify the four Georgia firms with the highest employment in EV thermal management.","{
  ""faithfulness"": 2,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""All listed companies and employment numbers are in the KB, but the answer omits ZF Gainesville LLC (the largest employer) and includes a lower‑employment firm, so it does not correctly identify the four Georgia firms with the highest employment in EV thermal management.""
}",34496,1732
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,35,list_multi_filter,False,ok,2,2,2,6,False,False,Answer correctly lists all thermal‑related companies with matching roles and facility types from the knowledge base.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all thermal‑related companies with matching roles and facility types from the knowledge base.""
}",34550,2036
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,36,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer lists many companies that are not Tier 1/2 or not in the General Automotive role, omits correct Tier 1/2 General Automotive firms (e.g., Inalfa Roof Systems, Jefferson Southern Corp), and includes incorrect entries; thus it is neither faithful, complete, nor correct.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many companies that are not Tier 1/2 or not in the General Automotive role, omits correct Tier 1/2 General Automotive firms (e.g., Inalfa Roof Systems, Jefferson Southern Corp), and includes incorrect entries; thus it is neither faithful, complete, nor correct.""
}",34715,1843
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,37,list_or_lookup,False,ok,1,2,1,4,False,False,"Correctly identified the four thermal‑management suppliers, but miscalculated their total employment (should be 650, not 540).","{
  ""faithfulness"": 1,
  ""completeness"": 2,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Correctly identified the four thermal‑management suppliers, but miscalculated their total employment (should be 650, not 540).""
}",34509,579
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,38,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,Answer lists many companies unrelated to battery recycling/second‑life processing and omits the actual recyclers in the KB.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists many companies unrelated to battery recycling/second‑life processing and omits the actual recyclers in the KB.""
}",35179,1009
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,39,list_or_lookup_judge_recommended,True,ok,0,1,1,2,False,False,Only Racemark International LLC is clearly an R&D supplier; ZF and YKK are not indicated as innovation-stage in the KB.,"{
  ""faithfulness"": 0,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Only Racemark International LLC is clearly an R&D supplier; ZF and YKK are not indicated as innovation-stage in the KB.""
}",34605,660
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,40,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer lists many suppliers that are not shown in the KB to serve both traditional and EV-native OEMs, omits correct dual‑platform suppliers like Duckyang, and includes several incorrect entries.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists many suppliers that are not shown in the KB to serve both traditional and EV-native OEMs, omits correct dual‑platform suppliers like Duckyang, and includes several incorrect entries.""
}",34668,1114
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,41,lookup,False,ok,0,0,0,0,True,True,"Answer lists many locations and companies not supported as chemical manufacturers, includes unsupported Monroe location and mismatched company name.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": true,
  ""needs_human_review"": true,
  ""notes"": ""Answer lists many locations and companies not supported as chemical manufacturers, includes unsupported Monroe location and mismatched company name.""
}",34859,674
gpt-oss:120b,batchwise_map_reduce,gemma3:12b,42,list_or_lookup_judge_recommended,True,ok,0,1,0,1,False,False,Only Gray (row_id 150) has an R&D facility; other listed areas are not R&D according to the KB.,"{
  ""faithfulness"": 0,
  ""completeness"": 1,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Only Gray (row_id 150) has an R&D facility; other listed areas are not R&D according to the KB.""
}",34498,565
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,1,list_multi_filter,False,ok,2,0,0,2,False,False,"All listed entries are accurate, but many Tier 1/2 suppliers from the KB were omitted.","{
  ""faithfulness"": 2,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""All listed entries are accurate, but many Tier 1/2 suppliers from the KB were omitted.""
}",34612,1061
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,2,list_or_lookup,False,ok,2,0,1,3,False,False,"Answer lists only four of the seven Georgia companies with Battery Cell or Pack roles, omitting Duckyang, Hollingsworth & Vose Co., and IMMI.","{
  ""faithfulness"": 2,
  ""completeness"": 0,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists only four of the seven Georgia companies with Battery Cell or Pack roles, omitting Duckyang, Hollingsworth & Vose Co., and IMMI.""
}",34525,1299
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,3,list_multi_filter,False,ok,0,1,1,2,False,False,"Answer omits Peerless-Winsmith, a Thermal Management supplier, and incorrectly states there are only three such suppliers.","{
  ""faithfulness"": 0,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer omits Peerless-Winsmith, a Thermal Management supplier, and incorrectly states there are only three such suppliers.""
}",34440,931
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,4,list_or_lookup,False,ok,0,0,0,0,False,False,"Answer omits Morgan Corp. (Charging Infrastructure) and any other relevant entries, making it incomplete and inaccurate.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer omits Morgan Corp. (Charging Infrastructure) and any other relevant entries, making it incomplete and inaccurate.""
}",34397,1004
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,5,list_multi_filter,False,ok,2,1,1,4,False,False,Answer lists some but not all Direct Manufacturer companies and their EV roles; listed entries are accurate.,"{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists some but not all Direct Manufacturer companies and their EV roles; listed entries are accurate.""
}",34612,677
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,6,list_or_lookup,False,ok,1,2,1,4,False,False,"Correct location and facility type identified, but incorrectly claims three distinct primary facility types instead of one.","{
  ""faithfulness"": 1,
  ""completeness"": 2,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Correct location and facility type identified, but incorrectly claims three distinct primary facility types instead of one.""
}",34456,480
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,7,aggregation_ranking,False,ok,2,2,2,6,False,False,"Answer correctly identifies WIKA USA as the highest‑employment company in Gwinnett County and provides its EV supply chain role, all supported by the KB.","{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly identifies WIKA USA as the highest‑employment company in Gwinnett County and provides its EV supply chain role, all supported by the KB.""
}",34430,664
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,8,aggregation_ranking,False,ok,0,0,0,0,False,False,"Answer incorrectly identifies Forsyth County as highest and only sums one Tier 1 supplier, ignoring many others; Troup County actually has the highest total employment among Tier 1 suppliers.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer incorrectly identifies Forsyth County as highest and only sums one Tier 1 supplier, ignoring many others; Troup County actually has the highest total employment among Tier 1 suppliers.""
}",34390,7672
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,9,aggregation_ranking,False,ok,0,0,0,0,False,False,"The answer incorrectly identifies Cobb County as highest and omits larger employment in Bartow County (e.g., TI Fluid Systems footprint with 19,600 employees), making the claim unsupported and wrong.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly identifies Cobb County as highest and omits larger employment in Bartow County (e.g., TI Fluid Systems footprint with 19,600 employees), making the claim unsupported and wrong.""
}",34412,2870
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,10,list_multi_filter,False,ok,0,0,1,1,False,False,The answer incorrectly claims only three vehicle assembly facilities and omits many others present in the knowledge base.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly claims only three vehicle assembly facilities and omits many others present in the knowledge base.""
}",34509,756
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,11,list_or_lookup,False,ok,2,1,1,4,False,False,"Answer lists two correct products for Sewon America Inc. but omits the third listed product (fire truck bodies), so incomplete and partially correct.","{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists two correct products for Sewon America Inc. but omits the third listed product (fire truck bodies), so incomplete and partially correct.""
}",34417,469
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,12,list_multi_filter,False,ok,0,0,0,0,False,False,"The answer lists incorrect and irrelevant Tier 2/3 companies while omitting several relevant ones, failing to faithfully or completely answer the query.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists incorrect and irrelevant Tier 2/3 companies while omitting several relevant ones, failing to faithfully or completely answer the query.""
}",34572,3005
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,13,list_or_lookup,False,ok,0,1,1,2,False,False,"Answer omits Rivian-linked supplier Racemark International (and possibly others) while claiming to list the full network, making its completeness and factual claims inaccurate.","{
  ""faithfulness"": 0,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer omits Rivian-linked supplier Racemark International (and possibly others) while claiming to list the full network, making its completeness and factual claims inaccurate.""
}",34535,1077
